0,0,0,0
0,1,0,0
0,2,0,0
0,3,0,0
1,4,0,39711
1,4,1,16887
1,4,2,41344
1,4,3,63318
1,4,4,94169
1,4,5,146793
1,4,6,129754
1,4,7,92743
1,4,8,218359
1,4,9,224816
1,4,10,223187
1,4,11,213055
1,4,12,243268
1,4,13,281181
1,4,14,299878
1,4,15,291808
0,5,0,0
0,6,0,0
1,7,0,27585
1,7,1,27775
1,7,2,41965
1,7,3,66549
1,7,4,87071
1,7,5,99451
1,7,6,151462
1,7,7,111248
1,7,8,212521
1,7,9,229977
1,7,10,224343
1,7,11,227693
1,7,12,274599
1,7,13,278002
1,7,14,266632
1,7,15,291808
1,8,0,72983
1,8,1,71935
1,8,2,10019
1,8,3,17187
1,8,4,123653
1,8,5,112932
1,8,6,112463
1,8,7,77300
1,8,8,222083
1,8,9,186507
1,8,10,207702
1,8,11,229079
1,8,12,288772
1,8,13,256929
1,8,14,262189
1,8,15,291808
1,9,0,55816
1,9,1,54635
1,9,2,11851
1,9,3,54337
1,9,4,104479
1,9,5,135268
1,9,6,132251
1,9,7,100427
1,9,8,203591
1,9,9,176848
1,9,10,203331
1,9,11,204641
1,9,12,234921
1,9,13,287602
1,9,14,264158
1,9,15,291808
1,10,0,68599
1,10,1,57771
1,10,2,66375
1,10,3,61936
1,10,4,104446
1,10,5,133433
1,10,6,126481
1,10,7,138751
1,10,8,195981
1,10,9,229963
1,10,10,224429
1,10,11,157955
1,10,12,298275
1,10,13,282464
1,10,14,236632
1,10,15,291808
1,11,0,26965
1,11,1,34821
1,11,2,68899
1,11,3,65883
1,11,4,143410
1,11,5,77000
1,11,6,140557
1,11,7,129150
1,11,8,183767
1,11,9,225555
1,11,10,204611
1,11,11,180323
1,11,12,275971
1,11,13,249861
1,11,14,266605
1,11,15,291808
1,12,0,22471
1,12,1,9779
1,12,2,52927
1,12,3,69663
1,12,4,117770
1,12,5,103228
1,12,6,81681
1,12,7,111902
1,12,8,229270
1,12,9,203735
1,12,10,157877
1,12,11,170748
1,12,12,259279
1,12,13,255640
1,12,14,297989
1,12,15,291808
1,13,0,3857
1,13,1,68051
1,13,2,61823
1,13,3,76088
1,13,4,124853
1,13,5,142968
1,13,6,126472
1,13,7,142676
1,13,8,156283
1,13,9,191562
1,13,10,224336
1,13,11,207285
1,13,12,264413
1,13,13,300478
1,13,14,300481
1,13,15,291808
1,14,0,37860
1,14,1,59136
1,14,2,36942
1,14,3,9597
1,14,4,148481
1,14,5,121173
1,14,6,98942
1,14,7,137577
1,14,8,212609
1,14,9,197287
1,14,10,227610
1,14,11,207237
1,14,12,268871
1,14,13,249149
1,14,14,233344
1,14,15,291808
1,15,0,15437
1,15,1,27066
1,15,2,29149
1,15,3,40239
1,15,4,104414
1,15,5,136500
1,15,6,104785
1,15,7,141330
1,15,8,160787
1,15,9,190249
1,15,10,189883
1,15,11,216181
1,15,12,295825
1,15,13,297854
1,15,14,251339
1,15,15,291808
1,16,0,55798
1,16,1,13726
1,16,2,70761
1,16,3,31924
1,16,4,103730
1,16,5,112895
1,16,6,135453
1,16,7,151601
1,16,8,219554
1,16,9,191015
1,16,10,223834
1,16,11,230350
1,16,12,287392
1,16,13,250405
1,16,14,275538
1,16,15,291808
1,17,0,33953
1,17,1,53367
1,17,2,45914
1,17,3,6253
1,17,4,78761
1,17,5,108445
1,17,6,80335
1,17,7,111302
1,17,8,215086
1,17,9,162093
1,17,10,177725
1,17,11,202879
1,17,12,278553
1,17,13,292128
1,17,14,245518
1,17,15,291808
1,18,0,7167
1,18,1,39274
1,18,2,58713
1,18,3,65890
1,18,4,121009
1,18,5,89260
1,18,6,150825
1,18,7,124146
1,18,8,178711
1,18,9,215875
1,18,10,184151
1,18,11,207265
1,18,12,282273
1,18,13,290779
1,18,14,245444
1,18,15,291808
1,19,0,71731
1,19,1,19516
1,19,2,22216
1,19,3,65229
1,19,4,129987
1,19,5,78920
1,19,6,95098
1,19,7,90135
1,19,8,159450
1,19,9,162155
1,19,10,186649
1,19,11,214387
1,19,12,238167
1,19,13,284409
1,19,14,234633
1,19,15,291808
1,20,0,48000
1,20,1,44433
1,20,2,49627
1,20,3,34479
1,20,4,130030
1,20,5,118079
1,20,6,116934
1,20,7,128495
1,20,8,164602
1,20,9,224222
1,20,10,167465
1,20,11,161193
1,20,12,264970
1,20,13,288933
1,20,14,285811
1,20,15,291808
1,21,0,20498
1,21,1,34831
1,21,2,2380
1,21,3,6999
1,21,4,98019
1,21,5,121766
1,21,6,93895
1,21,7,140043
1,21,8,229223
1,21,9,219812
1,21,10,196913
1,21,11,189371
1,21,12,231144
1,21,13,274803
1,21,14,255701
1,21,15,291808
1,22,0,12845
1,22,1,55283
1,22,2,32998
1,22,3,8910
1,22,4,83889
1,22,5,131425
1,22,6,152120
1,22,7,127264
1,22,8,194577
1,22,9,201871
1,22,10,202569
1,22,11,197745
1,22,12,265719
1,22,13,270381
1,22,14,266052
1,22,15,291808
1,23,0,60232
1,23,1,14977
1,23,2,50379
1,23,3,21633
1,23,4,128060
1,23,5,84769
1,23,6,127739
1,23,7,147711
1,23,8,214421
1,23,9,226165
1,23,10,229516
1,23,11,207960
1,23,12,305341
1,23,13,267095
1,23,14,303682
1,23,15,291808
1,24,0,21815
1,24,1,21949
1,24,2,58715
1,24,3,67061
1,24,4,124936
1,24,5,132797
1,24,6,104055
1,24,7,107451
1,24,8,190810
1,24,9,159611
1,24,10,223825
1,24,11,170871
1,24,12,272054
1,24,13,258115
1,24,14,283916
1,24,15,291808
1,25,0,36571
1,25,1,25835
1,25,2,49116
1,25,3,10125
1,25,4,134446
1,25,5,112811
1,25,6,123909
1,25,7,92009
1,25,8,217695
1,25,9,207015
1,25,10,177119
1,25,11,216263
1,25,12,294494
1,25,13,304801
1,25,14,250627
1,25,15,291808
1,26,0,69863
1,26,1,50810
1,26,2,72706
1,26,3,56841
1,26,4,135131
1,26,5,100023
1,26,6,91995
1,26,7,95272
1,26,8,181242
1,26,9,173635
1,26,10,210931
1,26,11,159249
1,26,12,252851
1,26,13,237064
1,26,14,234046
1,26,15,291808
1,27,0,44287
1,27,1,34184
1,27,2,1005
1,27,3,49222
1,27,4,148507
1,27,5,84123
1,27,6,88125
1,27,7,97188
1,27,8,223375
1,27,9,214704
1,27,10,173883
1,27,11,222056
1,27,12,264331
1,27,13,258217
1,27,14,281433
1,27,15,291808
1,28,0,27576
1,28,1,52714
1,28,2,58057
1,28,3,28052
1,28,4,81356
1,28,5,81585
1,28,6,94517
1,28,7,136273
1,28,8,161967
1,28,9,213398
1,28,10,196931
1,28,11,175207
1,28,12,257295
1,28,13,258122
1,28,14,262805
1,28,15,291808
1,29,0,27575
1,29,1,73169
1,29,2,27251
1,29,3,15251
1,29,4,103159
1,29,5,114087
1,29,6,143139
1,29,7,114535
1,29,8,194651
1,29,9,187718
1,29,10,226393
1,29,11,181706
1,29,12,239380
1,29,13,296568
1,29,14,306270
1,29,15,291808
1,30,0,75637
1,30,1,71897
1,30,2,56778
1,30,3,49884
1,30,4,149164
1,30,5,77688
1,30,6,138667
1,30,7,92795
1,30,8,186905
1,30,9,196067
1,30,10,207701
1,30,11,211761
1,30,12,304034
1,30,13,231235
1,30,14,300579
1,30,15,291808
1,31,0,25734
1,31,1,4744
1,31,2,59204
1,31,3,12716
1,31,4,98604
1,31,5,128850
1,31,6,99630
1,31,7,118889
1,31,8,218948
1,31,9,196037
1,31,10,155897
1,31,11,160498
1,31,12,235537
1,31,13,248612
1,31,14,253178
1,31,15,291808
1,32,0,26985
1,32,1,20022
1,32,2,27242
1,32,3,33894
1,32,4,137621
