8,2
8,1
8,8
9,2
9,1
9,9
10,14
10,4
11,3
11,1
11,5
12,10
12,1
13,11
14,0
14,1
15,2
15,4
15,8
15,13
17,2
17,5
17,13
17,14
18,5
18,14
18,11
18,8
18,7
19,1
19,2
19,4
19,9
19,14
20,5
21,12
21,10
22,2
23,0
23,10
23,11
25,0
25,5
26,9
27,14
28,8
29,2
29,11
30,8
33,1
34,3
38,10
57,12
58,13
63,7
67,3
70,7
73,10
74,2
75,14
75,9
76,9
77,11
78,4
79,3
79,10
82,6
82,12
84,14
85,0
86,3
87,9
88,4
89,1
89,5
90,14
104,14
105,2
105,6
105,10
105,13
106,8
107,1
107,7
108,1
108,4
110,5
110,11
110,4
110,7
112,4
112,12
114,8
116,2
116,3
118,12
121,6
124,12
131,6
132,5
132,13
137,4
143,3
144,0
166,8
167,5
171,1
171,10
173,13
174,9
174,10
175,7
185,2
186,11
186,14
186,13
187,0
187,10
189,11
191,13
191,14
205,6
