0,0
8,0
16,0
24,0
32,0
40,0
48,0
56,0
64,0
72,0
80,0
88,0
96,0
104,0
104,1
104,2
104,3
104,4
104,5
104,6
104,7
104,8
104,9
104,10
104,11
104,12
104,13
104,14
104,15
112,0
112,1
112,2
112,3
112,4
112,5
112,6
112,7
112,8
112,9
112,10
112,11
112,12
112,13
112,14
112,15
120,0
120,1
120,2
120,3
120,4
120,5
120,6
120,7
120,8
120,9
120,10
120,11
120,12
120,13
120,14
120,15
128,0
128,1
128,2
128,3
128,4
128,5
128,6
128,7
128,8
128,9
128,10
128,11
128,12
128,13
128,14
128,15
136,0
144,0
152,0
160,0
160,1
160,2
160,3
160,4
160,5
160,6
160,7
160,8
160,9
160,10
160,11
160,12
160,13
160,14
160,15
168,0
168,1
168,2
168,3
168,4
168,5
168,6
168,7
168,8
168,9
168,10
168,11
168,12
168,13
168,14
168,15
176,0
176,1
176,2
176,3
176,4
176,5
176,6
176,7
176,8
176,9
176,10
176,11
176,12
176,13
176,14
176,15
184,0
184,1
184,2
184,3
184,4
184,5
184,6
184,7
184,8
184,9
184,10
184,11
184,12
184,13
184,14
184,15
192,0
192,1
192,2
192,3
192,4
192,5
192,6
192,7
192,8
192,9
192,10
192,11
192,12
192,13
192,14
192,15
200,0
200,1
200,2
200,3
200,4
200,5
200,6
200,7
200,8
200,9
200,10
200,11
200,12
200,13
200,14
200,15
208,0
208,1
208,2
208,3
208,4
208,5
208,6
208,7
208,8
208,9
208,10
208,11
208,12
208,13
208,14
208,15
216,0
216,1
216,2
216,3
216,4
216,5
216,6
216,7
216,8
216,9
216,10
216,11
216,12
216,13
216,14
216,15
224,0
224,1
224,2
224,3
224,4
224,5
224,6
224,7
224,8
224,9
224,10
224,11
224,12
224,13
224,14
224,15
232,0
232,1
232,2
232,3
232,4
232,5
232,6
232,7
232,8
232,9
232,10
232,11
232,12
232,13
232,14
232,15
240,0
248,0
256,0
256,1
256,2
256,3
256,4
256,5
256,6
256,7
256,8
256,9
256,10
256,11
256,12
256,13
256,14
256,15
264,0
264,1
264,2
264,3
264,4
264,5
264,6
264,7
264,8
264,9
264,10
264,11
264,12
264,13
264,14
264,15
272,0
272,1
272,2
272,3
272,4
272,5
272,6
272,7
272,8
272,9
272,10
272,11
272,12
272,13
272,14
272,15
280,0
280,1
280,2
280,3
280,4
280,5
280,6
280,7
280,8
280,9
280,10
280,11
280,12
280,13
280,14
280,15
288,0
288,1
288,2
288,3
288,4
288,5
288,6
288,7
288,8
288,9
288,10
288,11
288,12
288,13
288,14
288,15
296,0
296,1
296,2
296,3
296,4
296,5
296,6
296,7
296,8
296,9
296,10
296,11
296,12
296,13
296,14
296,15
304,0
304,1
304,2
304,3
304,4
304,5
304,6
304,7
304,8
304,9
304,10
304,11
304,12
304,13
304,14
304,15
312,0
312,1
312,2
312,3
312,4
312,5
312,6
312,7
312,8
312,9
312,10
312,11
312,12
312,13
312,14
312,15
320,0
320,1
320,2
320,3
320,4
320,5
320,6
320,7
320,8
320,9
320,10
320,11
320,12
320,13
320,14
320,15
328,0
328,1
328,2
328,3
328,4
328,5
328,6
328,7
328,8
328,9
328,10
328,11
328,12
328,13
328,14
328,15
336,0
336,1
336,2
336,3
336,4
336,5
336,6
336,7
336,8
336,9
336,10
336,11
336,12
336,13
336,14
336,15
344,0
352,0
352,1
352,2
352,3
352,4
352,5
352,6
352,7
352,8
352,9
352,10
352,11
352,12
352,13
352,14
352,15
360,0
360,1
360,2
360,3
360,4
360,5
360,6
360,7
360,8
360,9
360,10
360,11
360,12
360,13
360,14
360,15
368,0
368,1
368,2
368,3
368,4
368,5
368,6
368,7
368,8
368,9
368,10
368,11
368,12
368,13
368,14
368,15
376,0
376,1
376,2
376,3
376,4
376,5
376,6
376,7
376,8
376,9
376,10
376,11
376,12
376,13
376,14
376,15
384,0
384,1
384,2
384,3
384,4
384,5
384,6
384,7
384,8
384,9
384,10
384,11
384,12
384,13
384,14
384,15
392,0
392,1
392,2
392,3
392,4
392,5
392,6
392,7
392,8
392,9
392,10
392,11
392,12
392,13
392,14
392,15
400,0
400,1
400,2
400,3
400,4
400,5
400,6
400,7
400,8
400,9
400,10
400,11
400,12
400,13
400,14
400,15
408,0
408,1
408,2
408,3
408,4
408,5
408,6
408,7
408,8
408,9
408,10
408,11
408,12
408,13
408,14
408,15
416,0
416,1
416,2
416,3
416,4
416,5
416,6
416,7
416,8
416,9
416,10
416,11
416,12
416,13
416,14
416,15
424,0
424,1
424,2
424,3
424,4
424,5
424,6
424,7
424,8
424,9
424,10
424,11
424,12
424,13
424,14
424,15
432,0
432,1
432,2
432,3
432,4
432,5
432,6
432,7
432,8
432,9
432,10
432,11
432,12
432,13
432,14
432,15
440,0
448,0
448,1
448,2
448,3
448,4
448,5
448,6
448,7
448,8
448,9
448,10
448,11
448,12
448,13
448,14
448,15
456,0
456,1
456,2
456,3
456,4
456,5
456,6
456,7
456,8
456,9
456,10
456,11
456,12
456,13
456,14
456,15
464,0
464,1
464,2
464,3
464,4
464,5
464,6
464,7
464,8
464,9
464,10
464,11
464,12
464,13
464,14
464,15
472,0
472,1
472,2
472,3
472,4
472,5
472,6
472,7
472,8
472,9
472,10
472,11
472,12
472,13
472,14
472,15
480,0
480,1
480,2
480,3
480,4
480,5
480,6
480,7
480,8
480,9
480,10
480,11
480,12
480,13
480,14
480,15
488,0
488,1
488,2
488,3
488,4
488,5
488,6
488,7
488,8
488,9
488,10
488,11
488,12
488,13
488,14
488,15
496,0
496,1
496,2
496,3
496,4
496,5
496,6
496,7
496,8
496,9
496,10
496,11
496,12
496,13
496,14
496,15
504,0
504,1
504,2
504,3
504,4
504,5
504,6
504,7
504,8
504,9
504,10
504,11
504,12
504,13
504,14
504,15
512,0
512,1
512,2
512,3
512,4
512,5
512,6
512,7
512,8
512,9
512,10
512,11
512,12
512,13
512,14
512,15
520,0
520,1
520,2
520,3
520,4
520,5
520,6
520,7
520,8
520,9
520,10
520,11
520,12
520,13
520,14
520,15
528,0
528,1
528,2
528,3
528,4
528,5
528,6
528,7
528,8
528,9
528,10
528,11
528,12
528,13
528,14
528,15
536,0
544,0
544,1
544,2
544,3
544,4
544,5
544,6
544,7
544,8
544,9
544,10
544,11
544,12
544,13
544,14
544,15
552,0
552,1
552,2
552,3
552,4
552,5
552,6
552,7
552,8
552,9
552,10
552,11
552,12
552,13
552,14
552,15
560,0
560,1
560,2
560,3
560,4
560,5
560,6
560,7
560,8
560,9
560,10
560,11
560,12
560,13
560,14
560,15
568,0
568,1
568,2
568,3
568,4
568,5
568,6
568,7
568,8
568,9
568,10
568,11
568,12
568,13
568,14
568,15
576,0
576,1
576,2
576,3
576,4
576,5
576,6
576,7
576,8
576,9
576,10
576,11
576,12
576,13
576,14
576,15
584,0
584,1
584,2
584,3
584,4
584,5
584,6
584,7
584,8
584,9
584,10
584,11
584,12
584,13
584,14
584,15
592,0
592,1
592,2
592,3
592,4
592,5
592,6
592,7
592,8
592,9
592,10
592,11
592,12
592,13
592,14
592,15
600,0
600,1
600,2
600,3
600,4
600,5
600,6
600,7
600,8
600,9
600,10
600,11
600,12
600,13
600,14
600,15
608,0
608,1
608,2
608,3
608,4
608,5
608,6
608,7
608,8
608,9
608,10
608,11
608,12
608,13
608,14
608,15
616,0
616,1
616,2
616,3
616,4
616,5
616,6
616,7
616,8
616,9
616,10
616,11
616,12
616,13
616,14
616,15
624,0
624,1
624,2
624,3
624,4
624,5
624,6
624,7
624,8
624,9
624,10
624,11
624,12
624,13
624,14
624,15
632,0
632,1
632,2
632,3
632,4
632,5
632,6
632,7
632,8
632,9
632,10
632,11
632,12
632,13
632,14
632,15
640,0
640,1
640,2
640,3
640,4
640,5
640,6
640,7
640,8
640,9
640,10
640,11
640,12
640,13
640,14
640,15
648,0
648,1
648,2
648,3
648,4
648,5
648,6
648,7
648,8
648,9
648,10
648,11
648,12
648,13
648,14
648,15
656,0
656,1
656,2
656,3
656,4
656,5
656,6
656,7
656,8
656,9
656,10
656,11
656,12
656,13
656,14
656,15
664,0
664,1
664,2
664,3
664,4
664,5
664,6
664,7
664,8
664,9
664,10
664,11
664,12
664,13
664,14
664,15
672,0
672,1
672,2
672,3
672,4
672,5
672,6
672,7
672,8
672,9
672,10
672,11
672,12
672,13
672,14
672,15
680,0
680,1
680,2
680,3
680,4
680,5
680,6
680,7
680,8
680,9
680,10
680,11
680,12
680,13
680,14
680,15
688,0
688,1
688,2
688,3
688,4
688,5
688,6
688,7
688,8
688,9
688,10
688,11
688,12
688,13
688,14
688,15
696,0
696,1
696,2
696,3
696,4
696,5
696,6
696,7
696,8
696,9
696,10
696,11
696,12
696,13
696,14
696,15
704,0
704,1
704,2
704,3
704,4
704,5
704,6
704,7
704,8
704,9
704,10
704,11
704,12
704,13
704,14
704,15
712,0
712,1
712,2
712,3
712,4
712,5
712,6
712,7
712,8
712,9
712,10
712,11
712,12
712,13
712,14
712,15
720,0
720,1
720,2
720,3
720,4
720,5
720,6
720,7
720,8
720,9
720,10
720,11
720,12
720,13
720,14
720,15
728,0
728,1
728,2
728,3
728,4
728,5
728,6
728,7
728,8
728,9
728,10
728,11
728,12
728,13
728,14
728,15
736,0
744,0
744,1
744,2
744,3
744,4
744,5
744,6
744,7
744,8
744,9
744,10
744,11
744,12
744,13
744,14
744,15
752,0
752,1
752,2
752,3
752,4
752,5
752,6
752,7
752,8
752,9
752,10
752,11
752,12
752,13
752,14
752,15
760,0
760,1
760,2
760,3
760,4
760,5
760,6
760,7
760,8
760,9
760,10
760,11
760,12
760,13
760,14
760,15
768,0
768,1
768,2
768,3
768,4
768,5
768,6
768,7
768,8
768,9
768,10
768,11
768,12
768,13
768,14
768,15
776,0
776,1
776,2
776,3
776,4
776,5
776,6
776,7
776,8
776,9
776,10
776,11
776,12
776,13
776,14
776,15
784,0
784,1
784,2
784,3
784,4
784,5
784,6
784,7
784,8
784,9
784,10
784,11
784,12
784,13
784,14
784,15
792,0
792,1
792,2
792,3
792,4
792,5
792,6
792,7
792,8
792,9
792,10
792,11
792,12
792,13
792,14
792,15
800,0
800,1
800,2
800,3
800,4
800,5
800,6
800,7
800,8
800,9
800,10
800,11
800,12
800,13
800,14
800,15
