7,13
8,6
9,0
10,5
11,6
12,7
12,15
14,10
15,12
16,0
16,12
18,13
19,12
21,0
21,3
21,11
21,13
22,0
22,13
22,8
24,12
31,8
37,8
37,12
40,9
57,10
63,14
64,9
65,1
66,4
68,15
69,3
70,4
71,14
78,2
78,9
79,7
79,0
81,1
83,0
83,2
83,10
84,8
84,14
86,1
86,2
86,4
87,5
88,0
88,1
88,9
88,8
88,13
88,15
89,4
89,3
89,8
89,13
90,7
90,5
90,9
90,14
91,2
91,5
91,8
91,15
92,10
94,7
94,15
102,12
104,7
105,4
106,12
106,15
108,12
109,5
111,3
112,15
113,2
113,12
113,14
114,1
114,2
114,11
114,14
115,4
115,11
116,1
116,8
116,12
117,8
119,1
119,3
121,1
122,10
126,11
128,4
129,3
129,12
129,13
131,8
134,13
135,1
140,8
140,9
150,3
160,4
162,1
166,4
166,5
167,2
169,13
171,2
173,11
177,1
177,2
177,3
179,4
179,7
179,9
180,7
181,4
182,7
182,10
182,12
183,10
186,4
186,7
187,3
187,12
188,4
189,11
190,10
191,6
191,10
192,1
192,3
193,4
193,14
197,9
198,6
199,12
199,15
199,7
199,11
199,6
199,10
200,4
200,8
203,13
204,5
204,6
207,9
207,10
207,11
208,3
208,4
208,7
208,6
208,14
209,5
209,9
209,6
209,7
209,12
210,2
210,7
212,8
213,1
213,9
217,11
223,7
224,7
224,14
227,4
229,9
230,14
231,15
235,6
242,10
250,5
253,8
254,5
257,1
265,2
265,7
271,5
272,3
273,15
273,2
274,8
276,0
277,7
279,8
279,15
283,9
284,4
284,6
287,3
288,10
288,11
292,9
298,7
299,1
299,13
299,4
300,9



















