0,0
8,0
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
16,0
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
24,0
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,10
24,11
24,12
24,13
24,14
24,15
32,0
32,1
32,2
32,3
32,4
32,5
32,6
32,7
32,8
32,9
32,10
32,11
32,12
32,13
32,14
32,15
40,0
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
48,0
56,0
56,1
56,2
56,3
56,4
56,5
56,6
56,7
56,8
56,9
56,10
56,11
56,12
56,13
56,14
56,15
64,0
64,1
64,2
64,3
64,4
64,5
64,6
64,7
64,8
64,9
64,10
64,11
64,12
64,13
64,14
64,15
72,0
72,1
72,2
72,3
72,4
72,5
72,6
72,7
72,8
72,9
72,10
72,11
72,12
72,13
72,14
72,15
80,0
80,1
80,2
80,3
80,4
80,5
80,6
80,7
80,8
80,9
80,10
80,11
80,12
80,13
80,14
80,15
88,0
88,1
88,2
88,3
88,4
88,5
88,6
88,7
88,8
88,9
88,10
88,11
88,12
88,13
88,14
88,15
96,0
104,0
104,1
104,2
104,3
104,4
104,5
104,6
104,7
104,8
104,9
104,10
104,11
104,12
104,13
104,14
104,15
112,0
112,1
112,2
112,3
112,4
112,5
112,6
112,7
112,8
112,9
112,10
112,11
112,12
112,13
112,14
112,15
120,0
120,1
120,2
120,3
120,4
120,5
120,6
120,7
120,8
120,9
120,10
120,11
120,12
120,13
120,14
120,15
128,0
128,1
128,2
128,3
128,4
128,5
128,6
128,7
128,8
128,9
128,10
128,11
128,12
128,13
128,14
128,15
136,0
136,1
136,2
136,3
136,4
136,5
136,6
136,7
136,8
136,9
136,10
136,11
136,12
136,13
136,14
136,15
144,0
144,1
144,2
144,3
144,4
144,5
144,6
144,7
144,8
144,9
144,10
144,11
144,12
144,13
144,14
144,15
152,0
152,1
152,2
152,3
152,4
152,5
152,6
152,7
152,8
152,9
152,10
152,11
152,12
152,13
152,14
152,15
160,0
160,1
160,2
160,3
160,4
160,5
160,6
160,7
160,8
160,9
160,10
160,11
160,12
160,13
160,14
160,15
168,0
168,1
168,2
168,3
168,4
168,5
168,6
168,7
168,8
168,9
168,10
168,11
168,12
168,13
168,14
168,15
176,0
176,1
176,2
176,3
176,4
176,5
176,6
176,7
176,8
176,9
176,10
176,11
176,12
176,13
176,14
176,15
184,0
184,1
184,2
184,3
184,4
184,5
184,6
184,7
184,8
184,9
184,10
184,11
184,12
184,13
184,14
184,15
192,0
192,1
192,2
192,3
192,4
192,5
192,6
192,7
192,8
192,9
192,10
192,11
192,12
192,13
192,14
192,15
200,0
200,1
200,2
200,3
200,4
200,5
200,6
200,7
200,8
200,9
200,10
200,11
200,12
200,13
200,14
200,15
208,0
208,1
208,2
208,3
208,4
208,5
208,6
208,7
208,8
208,9
208,10
208,11
208,12
208,13
208,14
208,15
216,0
216,1
216,2
216,3
216,4
216,5
216,6
216,7
216,8
216,9
216,10
216,11
216,12
216,13
216,14
216,15
224,0
224,1
224,2
224,3
224,4
224,5
224,6
224,7
224,8
224,9
224,10
224,11
224,12
224,13
224,14
224,15
232,0
232,1
232,2
232,3
232,4
232,5
232,6
232,7
232,8
232,9
232,10
232,11
232,12
232,13
232,14
232,15
240,0
240,1
240,2
240,3
240,4
240,5
240,6
240,7
240,8
240,9
240,10
240,11
240,12
240,13
240,14
240,15
248,0
248,1
248,2
248,3
248,4
248,5
248,6
248,7
248,8
248,9
248,10
248,11
248,12
248,13
248,14
248,15
256,0
256,1
256,2
256,3
256,4
256,5
256,6
256,7
256,8
256,9
256,10
256,11
256,12
256,13
256,14
256,15
264,0
264,1
264,2
264,3
264,4
264,5
264,6
264,7
264,8
264,9
264,10
264,11
264,12
264,13
264,14
264,15
272,0
272,1
272,2
272,3
272,4
272,5
272,6
272,7
272,8
272,9
272,10
272,11
272,12
272,13
272,14
272,15
280,0
280,1
280,2
280,3
280,4
280,5
280,6
280,7
280,8
280,9
280,10
280,11
280,12
280,13
280,14
280,15
288,0
288,1
288,2
288,3
288,4
288,5
288,6
288,7
288,8
288,9
288,10
288,11
288,12
288,13
288,14
288,15
296,0
296,1
296,2
296,3
296,4
296,5
296,6
296,7
296,8
296,9
296,10
296,11
296,12
296,13
296,14
296,15
